chr	start	end	Element name	Gene	class	Cell type	Fraction change in gene expr	Adjusted p-value	Significant	RNA readout method	Perturbation method	nKO	nCtrl	semKO	semCtrl	Power to detect 25% effects	Gene TSS	Normalized HiC Contacts	DHS (RPM)	H3K27ac (RPM)	Activity	ABC Score	Reference
chr3	129333625	129334165	intergenic|chr3:129333625-129334165	RPN1	intergenic	K562	0.02481676	0.946246070925	0	FlowFISH Screen	KRAB-dCas9	66	843	0.0198933603987	0.00608566027567	1	128369719	0.436815159167193	1.583572	0.92125	1.207835	0.000179358714669	This study
chr3	129345465	129345965	intergenic|chr3:129345465-129345965	RPN1	intergenic	K562	0.0103359	0.959733865146	0	FlowFISH Screen	KRAB-dCas9	78	843	0.018508512215	0.00608566027567	1	128369719	1.65663713260536	4.243708	1.535417	2.584708	0.001455646933306	This study
chr3	129346665	129347165	intergenic|chr3:129346665-129347165	RPN1	intergenic	K562	0.00296829	0.992427405859	0	FlowFISH Screen	KRAB-dCas9	45	843	0.0233573238718	0.00608566027567	1	128369719	1.65663713260536	3.671751	0.409445	1.226131	0.000690528226005	This study
chr3	129369025	129369525	genic|chr3:129369025-129369525	RPN1	genic	K562	0.03553158	0.946246070925	0	FlowFISH Screen	KRAB-dCas9	25	843	0.046311179852	0.00608566027567	0.999800076126	128369719	0.436815159167193	2.72078	0.102361	0.52773	7.83658152745852E-05	This study
chr3	129376505	129377645	genic|chr3:129376505-129377645	RPN1	genic	K562	0.00790539	0.975990754557	0	FlowFISH Screen	KRAB-dCas9	30	843	0.0337186616017	0.00608566027567	0.999999783222	128369719	0.433563588822357	4.493196	3.582641	4.00272	0.000589963556256	This study
chr3	129391845	129392345	genic|chr3:129391845-129392345	RPN1	genic	K562	-0.00766311	0.975990754557	0	FlowFISH Screen	KRAB-dCas9	20	843	0.0395945962923	0.00608566027567	0.999953507701	128369719	2.63245689877657	0.594639	0.307083	0.427319	0.000382411235581	This study
chr3	129405805	129406325	genic|chr3:129405805-129406325	RPN1	genic	K562	0.01763173	0.946246070925	0	FlowFISH Screen	KRAB-dCas9	27	843	0.0562539508394	0.00608566027567	0.998435418127	128369719	0.421201778469955	2.051285	0.102361	0.458224	6.56122905671169E-05	This study
chr3	129409145	129409665	genic|chr3:129409145-129409665	RPN1	genic	K562	0.01003692	0.975990754557	0	FlowFISH Screen	KRAB-dCas9	24	843	0.0277513801291	0.00608566027567	0.999999996815	128369719	0.419822157942082	3.667446	0.409445	1.225412	0.000174889870701	This study
chr3	129418005	129418505	genic|chr3:129418005-129418505	RPN1	genic	K562	0.02698773	0.975990754557	0	FlowFISH Screen	KRAB-dCas9	7	843	0.0483837764006	0.00608566027567	0.97242958693	128369719	0.41620938902635	8.298925	1.330695	3.288493	0.000465292407454	This study
chr3	129487485	129488045	genic|chr3:129487485-129488045	RPN1	genic	K562	0.02977408	0.946246070925	0	FlowFISH Screen	KRAB-dCas9	29	843	0.0269697459415	0.00608566027567	0.999999999776	128369719	1.59353884931335	1.188427	0.204722	0.493249	0.000267205898168	This study
chr3	129492705	129493305	genic|chr3:129492705-129493305	RPN1	genic	K562	-0.04587793	0.946246070925	0	FlowFISH Screen	KRAB-dCas9	11	843	0.0420669771468	0.00608566027567	0.998356662227	128369719	0.387982127084963	1.575944	0.307083	0.695659	9.17540618261285E-05	This study
chr3	129512725	129513245	genic|chr3:129512725-129513245	RPN1	genic	K562	0.06307624	0.827338658207	0	FlowFISH Screen	KRAB-dCas9	32	843	0.0262568014529	0.00608566027567	0.999999999967	128369719	0.381067045495362	5.721208	0.102361	0.76526	9.9135129301378E-05	This study
chr3	129539405	129539905	genic|chr3:129539405-129539905	RPN1	genic	K562	-0.00685456	0.975990754557	0	FlowFISH Screen	KRAB-dCas9	22	843	0.0301331245173	0.00608566027567	0.99999992135	128369719	0.372207443618224	5.982016	0.204722	1.106634	0.000140025210607	This study
chr3	129543725	129544225	genic|chr3:129543725-129544225	RPN1	genic	K562	0.06817757	0.495440544818	0	FlowFISH Screen	KRAB-dCas9	37	843	0.0317822388748	0.00608566027567	0.999999987513	128369719	0.370810538129032	0.805293	0	0	0	This study
chr3	129548265	129548865	genic|chr3:129548265-129548865	RPN1	genic	K562	0.01268721	0.975990754557	0	FlowFISH Screen	KRAB-dCas9	25	843	0.0359953492345	0.00608566027567	0.999997332342	128369719	0.369337633187663	1.247012	0.204722	0.505261	6.34390265424305E-05	This study
chr3	129550745	129551245	genic|chr3:129550745-129551245	RPN1	genic	K562	0.06697747	0.946246070925	0	FlowFISH Screen	KRAB-dCas9	11	843	0.0405707646287	0.00608566027567	0.998842071511	128369719	0.368562530878812	0.749924	0.204722	0.391822	4.9092728446497E-05	This study
chr3	129555465	129556005	genic|chr3:129555465-129556005	RPN1	genic	K562	-0.00265556	0.983960746455	0	FlowFISH Screen	KRAB-dCas9	44	843	0.0248473749663	0.00608566027567	1	128369719	0.36705981609745	1.308277	0.409445	0.731898	9.13281318774487E-05	This study
chr3	129607505	129608025	genic|chr3:129607505-129608025	RPN1	genic	K562	-0.02886142	0.946246070925	0	FlowFISH Screen	KRAB-dCas9	16	843	0.0432727467563	0.00608566027567	0.999576315477	128369719	0.351327118403275	1.19315	0.102361	0.349472	4.17389221842322E-05	This study
chr3	129612045	129612963	promoter|chr3:129612045-129612963	RPN1	promoter	K562	0.00549775	0.975990754557	0	FlowFISH Screen	KRAB-dCas9	118	843	0.0163575451947	0.00608566027567	1	128369719	1.48271593781681	3.374837	4.094447	3.708362	0.001869206356123	This study
chr3	129645845	129646385	intergenic|chr3:129645845-129646385	RPN1	intergenic	K562	0.02882996	0.946246070925	0	FlowFISH Screen	KRAB-dCas9	49	843	0.0261070231295	0.00608566027567	0.999999999999	128369719	0.34055853640074	1.783626	0.716528	1.130496	0.000130881412063	This study
chr3	129655605	129656125	intergenic|chr3:129655605-129656125	RPN1	intergenic	K562	0.0319145	0.946246070925	0	FlowFISH Screen	KRAB-dCas9	17	843	0.0389135570283	0.00608566027567	0.999922508248	128369719	0.337923985517008	2.47884	0.204722	0.712368	8.18352836880963E-05	This study
chr3	129660945	129661485	intergenic|chr3:129660945-129661485	RPN1	intergenic	K562	-0.01343881	0.946246070925	0	FlowFISH Screen	KRAB-dCas9	53	843	0.0228036555319	0.00608566027567	1	128369719	0.336495402455663	0.911611	0.204722	0.432001	4.94175326740736E-05	This study
chr3	129692985	129693485	promoter|chr3:129692985-129693485	RPN1	promoter	K562	0.07627714	0.528566879192	0	FlowFISH Screen	KRAB-dCas9	28	843	0.0469517762615	0.00608566027567	0.999827938026	128369719	0.328188671728061	0.138817	0	0	0	This study
chr3	129767545	129768045	intergenic|chr3:129767545-129768045	RPN1	intergenic	K562	0.00144036	0.997748596059	0	FlowFISH Screen	KRAB-dCas9	18	843	0.0328159611852	0.00608566027567	0.999997369279	128369719	0.310332597395921	1.284531	0.204722	0.512805	5.40999443693941E-05	This study
chr3	129776345	129776865	intergenic|chr3:129776345-129776865	RPN1	intergenic	K562	0.08478249	0.946246070925	0	FlowFISH Screen	KRAB-dCas9	7	843	0.0429981738288	0.00608566027567	0.984415991663	128369719	0.308348804733509	2.022437	0.102361	0.454991	4.76938351823372E-05	This study
chr3	129796425	129796945	intergenic|chr3:129796425-129796945	RPN1	intergenic	K562	0.02252035	0.975990754557	0	FlowFISH Screen	KRAB-dCas9	7	843	0.0767389846261	0.00608566027567	0.886693189333	128369719	2.07868945098676	1.028037	0	0	0	This study
chr3	129803365	129803905	genic|chr3:129803365-129803905	RPN1	genic	K562	-0.03243361	0.946246070925	0	FlowFISH Screen	KRAB-dCas9	24	843	0.0375990588703	0.00608566027567	0.999992076221	128369719	0.302415753575289	1.191678	0	0	0	This study
chr3	129812345	129813405	genic|chr3:129812345-129813405	RPN1	genic	K562	-0.01264976	0.946246070925	0	FlowFISH Screen	KRAB-dCas9	38	843	0.0290072824061	0.00608566027567	0.999999999958	128369719	0.300438998347292	1.946816	0.409445	0.892818	9.11877319573305E-05	This study
chr3	127292685	127293205	genic|chr3:127292685-127293205	SEC61A1	genic	K562	0.01618765	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	83	832	0.0287340917202	0.00738378989242	0.999999999431	127771211	6.07603756081278	1.356376	0.614167	0.912713	0.002005107691271	This study
chr3	127293725	127294245	promoter|chr3:127293725-127294245	SEC61A1	promoter	K562	-0.00821661	0.966872047491	0	FlowFISH Screen	KRAB-dCas9	59	832	0.0237114217757	0.00738378989242	0.999999999997	127771211	6.07603756081278	6.450121	0.409445	1.625113	0.003570154665798	This study
chr3	127303265	127303845	genic|chr3:127303265-127303845	SEC61A1	genic	K562	-0.00073661	0.966872047491	0	FlowFISH Screen	KRAB-dCas9	46	832	0.0297794756423	0.00738378989242	0.999999922613	127771211	1.90558482769415	1.698324	0.511806	0.932319	0.000642356078065	This study
chr3	127309352	127309925	promoter|chr3:127309352-127309925	SEC61A1	promoter	K562	-0.01689287	0.926544465449	0	FlowFISH Screen	KRAB-dCas9	81	832	0.0213729985258	0.00738378989242	1	127771211	4.36077282576209	10.74706	6.448753	8.335154	0.013141958988661	This study
chr3	127314125	127314645	intergenic|chr3:127314125-127314645	SEC61A1	intergenic	K562	-0.02985505	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	50	832	0.0329340020375	0.00738378989242	0.999999386039	127771211	1.84979350466953	2.989174	1.228334	1.916166	0.001281561336366	This study
chr3	127316945	127317449	promoter|chr3:127316945-127317449	SEC61A1	promoter	K562	-0.00071297	0.966872047491	0	FlowFISH Screen	KRAB-dCas9	56	832	0.0239746387252	0.00738378989242	0.999999999993	127771211	5.4642091757941	10.304751	5.220419	7.306158	0.014434421823341	This study
chr3	127347585	127348251	promoter|chr3:127347585-127348251	SEC61A1	promoter	K562	0.00686216	0.926544465449	0	FlowFISH Screen	KRAB-dCas9	87	832	0.0223449227356	0.00738378989242	1	127771211	2.37538108610514	0.921461	0.307083	0.531942	0.000456857324988	This study
chr3	127348905	127349405	genic|chr3:127348905-127349405	SEC61A1	genic	K562	-0.00543645	0.984191627496	0	FlowFISH Screen	KRAB-dCas9	34	832	0.0312669144344	0.00738378989242	0.999997769657	127771211	2.37538108610514	1.031356	1.125973	1.077625	0.000925516080399	This study
chr3	127353445	127353945	genic|chr3:127353445-127353945	SEC61A1	genic	K562	-0.0176351	0.95557969792	0	FlowFISH Screen	KRAB-dCas9	30	832	0.0479762985664	0.00738378989242	0.997975934434	127771211	7.41497185372242	0.472062	0.102361	0.219819	0.000589328916818	This study
chr3	127391465	127392045	promoter|chr3:127391465-127392045	SEC61A1	promoter	K562	-0.02772522	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	84	832	0.022421175777	0.00738378989242	1	127771211	10.0064864840454	1.241992	0.409445	0.713114	0.00258002308818	This study
chr3	127402465	127403005	intergenic|chr3:127402465-127403005	SEC61A1	intergenic	K562	0.0126239	0.926544465449	0	FlowFISH Screen	KRAB-dCas9	36	832	0.0360681886507	0.00738378989242	0.999975868187	127771211	13.9674058765155	0.987104	0.102361	0.317868	0.001605260722149	This study
chr3	127414885	127415485	genic|chr3:127414885-127415485	SEC61A1	genic	K562	-0.05006735	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	50	832	0.0304775564532	0.00738378989242	0.999999917148	127771211	5.18946981997139	1.012341	0.204722	0.455243	0.000854179774458	This study
chr3	127416205	127416705	genic|chr3:127416205-127416705	SEC61A1	genic	K562	0.01964615	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	47	832	0.0394746625232	0.00738378989242	0.999966974046	127771211	5.18946981997139	2.223087	2.047223	2.134337	0.004004690895364	This study
chr3	127419965	127420485	genic|chr3:127419965-127420485	SEC61A1	genic	K562	0.00306636	0.966872047491	0	FlowFISH Screen	KRAB-dCas9	56	832	0.0301881657496	0.00738378989242	0.999999969616	127771211	0.436815159167193	1.445335	1.842501	1.626352	0.000256859283257	This study
chr3	127420905	127421445	genic|chr3:127420905-127421445	SEC61A1	genic	K562	-0.01122412	0.966872047491	0	FlowFISH Screen	KRAB-dCas9	74	832	0.0233747266827	0.00738378989242	1	127771211	0.436815159167193	0.896544	2.559029	1.520876	0.000240200841689	This study
chr3	127425785	127426285	genic|chr3:127425785-127426285	SEC61A1	genic	K562	-0.04196438	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	59	832	0.0208862043857	0.00738378989242	1	127771211	7.30215657165814	1.9699	0.818889	1.270091	0.003353273647813	This study
chr3	127448265	127448765	genic|chr3:127448265-127448765	SEC61A1	genic	K562	-0.02043008	0.952161793657	0	FlowFISH Screen	KRAB-dCas9	30	832	0.0371619963669	0.00738378989242	0.999897233672	127771211	2.52331516525766	1.061657	0.307083	0.570976	0.00052092160293	This study
chr3	127609345	127609845	intergenic|chr3:127609345-127609845	SEC61A1	intergenic	K562	-0.04188447	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	16	832	0.0405485472171	0.00738378989242	0.993249702554	127771211	2.1860656691679	0.31345	0.204722	0.253317	0.000200221429012	This study
chr3	127729945	127730485	intergenic|chr3:127729945-127730485	SEC61A1	intergenic	K562	-0.03517619	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	46	832	0.0274316933074	0.00738378989242	0.999999993173	127771211	26.567153468486	1.314672	0.102361	0.366838	0.003523727843631	This study
chr3	127794325	127794902	promoter|chr3:127794325-127794902	SEC61A1	promoter	K562	0.00252656	0.966872047491	0	FlowFISH Screen	KRAB-dCas9	85	832	0.0229644922916	0.00738378989242	1	127771211	28.6477595158972	4.311578	3.275557	3.777351	0.039125600960628	This study
chr3	127795605	127796485	genic|chr3:127795605-127796485	SEC61A1	genic	K562	-0.04151956	0.868183987863	0	FlowFISH Screen	KRAB-dCas9	113	832	0.0187531149074	0.00738378989242	1	127771211	21.2151071350917	4.906846	9.212505	6.72908	0.051615951474609	This study
chr3	127799065	127799585	genic|chr3:127799065-127799585	SEC61A1	genic	K562	-0.05418909	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	19	832	0.0283343833125	0.00738378989242	0.999957209326	127771211	21.2151071350917	2.158269	1.944862	2.062522	0.01582074153782	This study
chr3	127842505	127843005	promoter|chr3:127842505-127843005	SEC61A1	promoter	K562	0.02066828	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	66	832	0.0268124657722	0.00738378989242	0.999999999842	127771211	6.21953739355155	12.35711	3.582641	6.664055	0.014985791042394	This study
chr3	127847065	127847565	genic|chr3:127847065-127847565	SEC61A1	genic	K562	-0.02720354	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	30	832	0.031618386755	0.00738378989242	0.999993660986	127771211	9.66277217212382	1.514105	0.614167	0.964323	0.003369048645183	This study
chr3	127852385	127852885	genic|chr3:127852385-127852885	SEC61A1	genic	K562	0.02417754	0.926544465449	0	FlowFISH Screen	KRAB-dCas9	14	832	0.0714191946447	0.00738378989242	0.898493542729	127771211	4.1208255445974	0.432359	0	0	0	This study
chr3	127864025	127865005	genic|chr3:127864025-127865005	SEC61A1	genic	K562	-0.04289854	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	38	832	0.0359789559085	0.00738378989242	0.999983796893	127771211	9.15435611628582	2.80481	2.149584	2.44015	0.008076577106458	This study
chr3	127871725	127873065	promoter|chr3:127871725-127873065	SEC61A1	promoter	K562	0.01692356	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	66	832	0.0273030243496	0.00738378989242	0.999999999684	127771211	7.2616361065412	5.095286	7.574726	6.208663	0.016301050238839	This study
chr3	127889705	127890205	genic|chr3:127889705-127890205	SEC61A1	genic	K562	0.01660438	0.926544465449	0	FlowFISH Screen	KRAB-dCas9	29	832	0.0475018527464	0.00738378989242	0.998022355407	127771211	6.98217995355953	3.72832	0.511806	1.381373	0.003487265534389	This study
chr3	127909265	127909825	genic|chr3:127909265-127909825	SEC61A1	genic	K562	0.09365797	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	11	832	0.0785469425912	0.00738378989242	0.818126008426	127771211	4.46272298689686	1.235922	0.307083	0.616057	0.000994039959809	This study
chr3	127912465	127912965	genic|chr3:127912465-127912965	SEC61A1	genic	K562	-0.02419464	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	45	832	0.0266968789242	0.00738378989242	0.999999996921	127771211	1.75825559071113	1.038898	0.92125	0.978307	0.00062192810724	This study
chr3	127914145	127914685	genic|chr3:127914145-127914685	SEC61A1	genic	K562	0.03768452	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	44	832	0.0414085390198	0.00738378989242	0.999913048006	127771211	1.75825559071113	1.059433	0.716528	0.871272	0.000553883950387	This study
chr3	127945565	127946125	genic|chr3:127945565-127946125	SEC61A1	genic	K562	0.04529126	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	47	832	0.0260164957464	0.00738378989242	0.999999999138	127771211	1.86084939554195	0.921983	0.614167	0.752499	0.000506290955908	This study
chr3	127985205	127985705	genic|chr3:127985205-127985705	SEC61A1	genic	K562	-0.02510651	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	63	832	0.0291595444866	0.00738378989242	0.999999995548	127771211	2.01358686890242	0.789311	0	0	0	This study
chr3	128058225	128059225	genic|chr3:128058225-128059225	SEC61A1	genic	K562	0.00047039	0.966872047491	0	FlowFISH Screen	KRAB-dCas9	18	832	0.0612979355019	0.00738378989242	0.962240075355	127771211	3.02219392018623	2.209638	1.330695	1.696862	0.00185417989741	This study
chr3	128062345	128062845	genic|chr3:128062345-128062845	SEC61A1	genic	K562	-0.0242156	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	56	832	0.0266053957127	0.00738378989242	0.999999999579	127771211	4.38447142489733	3.396733	5.220419	4.223666	0.0066956050499	This study
chr3	128063965	128064505	genic|chr3:128063965-128064505	SEC61A1	genic	K562	0.02940297	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	47	832	0.0330197530206	0.00738378989242	0.999999140653	127771211	4.38447142489733	1.165581	0.511806	0.77237	0.001224406587166	This study
chr3	128072825	128073345	genic|chr3:128072825-128073345	SEC61A1	genic	K562	0.00236709	0.966872047491	0	FlowFISH Screen	KRAB-dCas9	50	832	0.028240835518	0.00738378989242	0.999999992072	127771211	0.436815159167193	1.183926	0.818889	0.984635	0.000155509164295	This study
chr3	128099505	128100005	genic|chr3:128099505-128100005	SEC61A1	genic	K562	0.00888269	0.926544465449	0	FlowFISH Screen	KRAB-dCas9	64	832	0.0256862902834	0.00738378989242	0.999999999964	127771211	4.72479503515277	0.750368	0.409445	0.554291	0.000946899346682	This study
chr3	128102265	128102785	genic|chr3:128102265-128102785	SEC61A1	genic	K562	-0.00502088	0.984191627496	0	FlowFISH Screen	KRAB-dCas9	65	832	0.0267774041367	0.00738378989242	0.999999999832	127771211	2.0923649443129	0.963873	0.511806	0.702367	0.000531354729255	This study
chr3	128128845	128129365	intergenic|chr3:128128845-128129365	SEC61A1	intergenic	K562	-0.0010072	0.966872047491	0	FlowFISH Screen	KRAB-dCas9	83	832	0.0198388122797	0.00738378989242	1	127771211	4.53465904875251	4.17977	5.834586	4.936224	0.00809324177969	This study
chr3	128131325	128132705	intergenic|chr3:128131325-128132705	SEC61A1	intergenic	K562	0.01861463	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	100	832	0.0244250714748	0.00738378989242	1	127771211	4.31199898784339	6.956486	9.724311	8.262042	0.012880984725371	This study
chr3	128134065	128134565	intergenic|chr3:128134065-128134565	SEC61A1	intergenic	K562	0.01940279	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	74	832	0.0224012370647	0.00738378989242	1	127771211	4.31199898784339	5.309278	13.306951	8.514255	0.013274198872738	This study
chr3	128134685	128136105	intergenic|chr3:128134685-128136105	SEC61A1	intergenic	K562	-0.02148487	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	173	832	0.0142520494171	0.00738378989242	1	127771211	3.57627081602458	16.001767	59.164753	31.126541	0.040247997449832	This study
chr3	128143185	128143945	intergenic|chr3:128143185-128143945	SEC61A1	intergenic	K562	-0.03137836	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	25	832	0.0444352232099	0.00738378989242	0.998173405734	127771211	1.6292452869018	2.878881	4.40153	3.550107	0.002091273974681	This study
chr3	128145125	128145805	intergenic|chr3:128145125-128145805	SEC61A1	intergenic	K562	-0.05502652	0.622465481852	0	FlowFISH Screen	KRAB-dCas9	85	832	0.0201286097933	0.00738378989242	1	127771211	1.70697441335154	0.996413	2.968474	1.71267	0.001057021250244	This study
chr3	128175865	128176365	intergenic|chr3:128175865-128176365	SEC61A1	intergenic	K562	0.04555757	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	45	832	0.028591740751	0.00738378989242	0.999999973966	127771211	5.58360474155234	2.568895	0.409445	1.02559	0.002070482011214	This study
chr3	128201605	128202445	genic|chr3:128201605-128202445	SEC61A1	genic	K562	-0.00030181	0.966872047491	0	FlowFISH Screen	KRAB-dCas9	79	832	0.0208766587348	0.00738378989242	1	127771211	3.27409362696009	5.433738	9.826672	7.348916	0.008699562136409	This study
chr3	128206514	128208295	promoter|chr3:128206514-128208295	SEC61A1	promoter	K562	-0.00161512	0.966872047491	0	FlowFISH Screen	KRAB-dCas9	77	832	0.0227764950997	0.00738378989242	1	127771211	3.48993060064944	10.051176	21.598206	14.748312	0.018609817919808	This study
chr3	128214185	128214725	genic|chr3:128214185-128214725	SEC61A1	genic	K562	-0.01608384	0.95557969792	0	FlowFISH Screen	KRAB-dCas9	54	832	0.0278046727328	0.00738378989242	0.999999997346	127771211	0.436815159167193	2.564375	3.377918	2.941488	0.000464566403453	This study
chr3	128215225	128216165	genic|chr3:128215225-128216165	SEC61A1	genic	K562	-0.01619918	0.926544465449	0	FlowFISH Screen	KRAB-dCas9	69	832	0.0202297267855	0.00738378989242	1	127771211	4.73706354041778	3.088759	4.708614	3.819102	0.006541140601593	This study
chr3	128216385	128216885	genic|chr3:128216385-128216885	SEC61A1	genic	K562	0.01872012	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	67	832	0.0301601113256	0.00738378989242	0.999999990742	127771211	4.73706354041778	4.610404	2.047223	3.07365	0.005264372831646	This study
chr3	128223685	128224185	intergenic|chr3:128223685-128224185	SEC61A1	intergenic	K562	0.0320431	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	51	832	0.0279660633784	0.00738378989242	0.999999995021	127771211	3.38817394179127	3.533157	5.220419	4.307649	0.005277023437775	This study
chr3	128251705	128252205	intergenic|chr3:128251705-128252205	SEC61A1	intergenic	K562	0.09468097	0.585830064326	0	FlowFISH Screen	KRAB-dCas9	26	832	0.0421318435022	0.00738378989242	0.999083697823	127771211	0.436815159167193	3.299205	0.716528	1.537524	0.000242830157697	This study
chr3	128266145	128266645	intergenic|chr3:128266145-128266645	SEC61A1	intergenic	K562	-0.0072704	0.966872047491	0	FlowFISH Screen	KRAB-dCas9	57	832	0.0354605143084	0.00738378989242	0.999998319581	127771211	2.66345061365494	11.097759	12.28334	11.753759	0.011318905828697	This study
chr3	128267505	128268525	intergenic|chr3:128267505-128268525	SEC61A1	intergenic	K562	0.01325971	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	128	832	0.0187110476107	0.00738378989242	1	127771211	2.66345061365494	15.545218	11.259728	13.245863	0.012755806539577	This study
chr3	128272805	128273385	intergenic|chr3:128272805-128273385	SEC61A1	intergenic	K562	-0.01297507	0.95557969792	0	FlowFISH Screen	KRAB-dCas9	59	832	0.0238834902209	0.00738378989242	0.999999999997	127771211	0.436815159167193	1.191678	1.535417	1.369677	0.000216321099315	This study
chr3	128292545	128293145	genic|chr3:128292545-128293145	SEC61A1	genic	K562	-0.00845104	0.966872047491	0	FlowFISH Screen	KRAB-dCas9	56	832	0.0208440562003	0.00738378989242	1	127771211	2.20784223249	1.636815	0.614167	1.002638	0.000800378130391	This study
chr3	128296625	128297185	intergenic|chr3:128296625-128297185	SEC61A1	intergenic	K562	0.00066399	0.966872047491	0	FlowFISH Screen	KRAB-dCas9	65	832	0.0240139264759	0.00738378989242	0.999999999998	127771211	2.57952055344983	1.679045	0.511806	0.927012	0.000864584340623	This study
chr3	128303145	128303645	intergenic|chr3:128303145-128303645	SEC61A1	intergenic	K562	0.02507455	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	83	832	0.0206234822807	0.00738378989242	1	127771211	0.436815159167193	0.666202	0.102361	0.261137	4.12428936981925E-05	This study
chr3	128303965	128304565	intergenic|chr3:128303965-128304565	SEC61A1	intergenic	K562	0.00456256	0.966872047491	0	FlowFISH Screen	KRAB-dCas9	35	832	0.0335772368524	0.00738378989242	0.999992838723	127771211	0.436815159167193	3.33204	3.685002	3.505532	0.000553649171246	This study
chr3	128309725	128310305	intergenic|chr3:128309725-128310305	SEC61A1	intergenic	K562	0.03440589	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	72	832	0.0256717065617	0.00738378989242	0.999999999986	127771211	1.76531429741577	0.828653	0.818889	0.823757	0.000525780134686	This study
chr3	128368825	128369325	promoter|chr3:128368825-128369325	SEC61A1	promoter	K562	-0.00993964	0.966872047491	0	FlowFISH Screen	KRAB-dCas9	68	832	0.0256155625579	0.00738378989242	0.999999999981	127771211	2.5369013733385	0.524988	4.913336	1.609253	0.001476083506735	This study
chr3	128369469	128370485	promoter|chr3:128369469-128370485	SEC61A1	promoter	K562	-0.01447096	0.95557969792	0	FlowFISH Screen	KRAB-dCas9	59	832	0.0260999586045	0.00738378989242	0.999999999867	127771211	2.5369013733385	5.384686	7.779449	6.46786	0.005932629281954	This study
chr3	128399345	128399845	intergenic|chr3:128399345-128399845	SEC61A1	intergenic	K562	-0.00462808	0.984191627496	0	FlowFISH Screen	KRAB-dCas9	56	832	0.0286453771874	0.00738378989242	0.999999994549	127771211	2.28305712070637	14.750286	10.5432	12.550012	0.010359622617043	This study
chr3	128442065	128442605	intergenic|chr3:128442065-128442605	SEC61A1	intergenic	K562	0.00212688	0.966872047491	0	FlowFISH Screen	KRAB-dCas9	36	832	0.0317609768772	0.00738378989242	0.999998086865	127771211	0.436815159167193	1.119672	0.818889	0.957543	0.000151230366285	This study
chr3	128444645	128445228	promoter|chr3:128444645-128445228	SEC61A1	promoter	K562	-0.02275405	0.911219523997	0	FlowFISH Screen	KRAB-dCas9	63	832	0.0274108213278	0.00738378989242	0.999999999489	127771211	0.436815159167193	10.88755	6.755837	8.552168	0.001350693910526	This study
chr3	128482725	128483225	genic|chr3:128482725-128483225	SEC61A1	genic	K562	-0.01663967	0.95557969792	0	FlowFISH Screen	KRAB-dCas9	29	832	0.0286130460641	0.00738378989242	0.999998952576	127771211	0.436815159167193	3.914672	0.307083	1.096411	0.000173162601709	This study
chr3	128503085	128503585	genic|chr3:128503085-128503585	SEC61A1	genic	K562	-0.01799186	0.926544465449	0	FlowFISH Screen	KRAB-dCas9	49	832	0.0284139061756	0.00738378989242	0.999999988804	127771211	0.436815159167193	1.521707	0.511806	0.88251	0.000139379965756	This study
chr3	128513125	128513645	genic|chr3:128513125-128513645	SEC61A1	genic	K562	-0.00934813	0.966872047491	0	FlowFISH Screen	KRAB-dCas9	22	832	0.0428926815669	0.00738378989242	0.997745719333	127771211	2.17067186780615	1.922381	1.637779	1.774384	0.001392594921587	This study
chr3	128513785	128514285	genic|chr3:128513785-128514285	SEC61A1	genic	K562	-0.01056201	0.966872047491	0	FlowFISH Screen	KRAB-dCas9	38	832	0.0362909578413	0.00738378989242	0.999981097917	127771211	2.17067186780615	1.425623	1.023612	1.208007	0.000948083624199	This study
chr3	128522905	128523405	genic|chr3:128522905-128523405	SEC61A1	genic	K562	0.01398703	0.926544465449	0	FlowFISH Screen	KRAB-dCas9	39	832	0.0338189764404	0.00738378989242	0.999995711761	127771211	0.436815159167193	2.307359	0.307083	0.84175	0.000132942500567	This study
